community_id,topic,count,percent
6,4_coffee_salt_breakfast_sandwich,3,0.08823529411764706
6,5_healthcare_tariffs_medicaid_deficit,1,0.029411764705882353
6,7_childish_reread_olds_distraction,1,0.029411764705882353
7,0_democrats_voters_dems_votes,9,0.1
7,10_tuition_loans_gpa_colleges,5,0.05555555555555555
7,11_paternity_tests_dna_pregnant,2,0.022222222222222223
7,13_zoos_pets_horses_mice,1,0.011111111111111112
7,17_tipping_holidays_wages_employer,1,0.011111111111111112
7,18_housing_suburbs_gentrification_neighborhoods,1,0.011111111111111112
7,1_christianity_muslims_religions_violent,47,0.5222222222222223
7,3_birthday_bride_gifts_ceremony,1,0.011111111111111112
7,4_coffee_salt_breakfast_sandwich,2,0.022222222222222223
7,5_healthcare_tariffs_medicaid_deficit,1,0.011111111111111112
7,6_superman_band_songs_anime,11,0.12222222222222222
7,7_childish_reread_olds_distraction,6,0.06666666666666667
7,8_players_sport_nba_teams,3,0.03333333333333333
8,0_democrats_voters_dems_votes,6,0.14634146341463414
8,10_tuition_loans_gpa_colleges,1,0.024390243902439025
8,13_zoos_pets_horses_mice,1,0.024390243902439025
8,17_tipping_holidays_wages_employer,2,0.04878048780487805
8,18_housing_suburbs_gentrification_neighborhoods,1,0.024390243902439025
8,1_christianity_muslims_religions_violent,3,0.07317073170731707
8,2_genocide_hamas_palestinians_gaza,3,0.07317073170731707
8,3_birthday_bride_gifts_ceremony,1,0.024390243902439025
8,4_coffee_salt_breakfast_sandwich,1,0.024390243902439025
8,5_healthcare_tariffs_medicaid_deficit,20,0.4878048780487805
8,7_childish_reread_olds_distraction,1,0.024390243902439025
8,9_airlines_airport_airline_flights,1,0.024390243902439025
9,0_democrats_voters_dems_votes,1,0.016129032258064516
9,10_tuition_loans_gpa_colleges,1,0.016129032258064516
9,13_zoos_pets_horses_mice,28,0.45161290322580644
9,17_tipping_holidays_wages_employer,1,0.016129032258064516
9,19_mattress_sheets_melatonin_blankets,1,0.016129032258064516
9,1_christianity_muslims_religions_violent,11,0.1774193548387097
9,20_robots_robot_sentient_automation,1,0.016129032258064516
9,4_coffee_salt_breakfast_sandwich,4,0.06451612903225806
9,5_healthcare_tariffs_medicaid_deficit,11,0.1774193548387097
9,6_superman_band_songs_anime,2,0.03225806451612903
9,7_childish_reread_olds_distraction,1,0.016129032258064516
10,0_democrats_voters_dems_votes,11,0.11458333333333333
10,11_paternity_tests_dna_pregnant,11,0.11458333333333333
10,12_shower_socks_smell_shampoo,24,0.25
10,15_autism_weed_adhd_diagnosed,1,0.010416666666666666
10,16_walkie_meetings_emails_caller,2,0.020833333333333332
10,19_mattress_sheets_melatonin_blankets,1,0.010416666666666666
10,1_christianity_muslims_religions_violent,23,0.23958333333333334
10,21_camera_iphones_devices_batteries,1,0.010416666666666666
10,2_genocide_hamas_palestinians_gaza,6,0.0625
10,3_birthday_bride_gifts_ceremony,3,0.03125
10,4_coffee_salt_breakfast_sandwich,5,0.052083333333333336
10,5_healthcare_tariffs_medicaid_deficit,5,0.052083333333333336
10,7_childish_reread_olds_distraction,1,0.010416666666666666
10,9_airlines_airport_airline_flights,2,0.020833333333333332
13,0_democrats_voters_dems_votes,1,0.037037037037037035
13,12_shower_socks_smell_shampoo,1,0.037037037037037035
13,13_zoos_pets_horses_mice,1,0.037037037037037035
13,17_tipping_holidays_wages_employer,1,0.037037037037037035
13,18_housing_suburbs_gentrification_neighborhoods,4,0.14814814814814814
13,1_christianity_muslims_religions_violent,6,0.2222222222222222
13,4_coffee_salt_breakfast_sandwich,5,0.18518518518518517
13,5_healthcare_tariffs_medicaid_deficit,1,0.037037037037037035
13,6_superman_band_songs_anime,2,0.07407407407407407
13,7_childish_reread_olds_distraction,4,0.14814814814814814
13,9_airlines_airport_airline_flights,1,0.037037037037037035
14,0_democrats_voters_dems_votes,1,0.038461538461538464
14,10_tuition_loans_gpa_colleges,2,0.07692307692307693
14,12_shower_socks_smell_shampoo,1,0.038461538461538464
14,18_housing_suburbs_gentrification_neighborhoods,1,0.038461538461538464
14,1_christianity_muslims_religions_violent,5,0.19230769230769232
14,2_genocide_hamas_palestinians_gaza,3,0.11538461538461539
14,4_coffee_salt_breakfast_sandwich,2,0.07692307692307693
14,5_healthcare_tariffs_medicaid_deficit,2,0.07692307692307693
14,8_players_sport_nba_teams,4,0.15384615384615385
14,9_airlines_airport_airline_flights,5,0.19230769230769232
16,0_democrats_voters_dems_votes,2,0.06451612903225806
16,12_shower_socks_smell_shampoo,2,0.06451612903225806
16,15_autism_weed_adhd_diagnosed,3,0.0967741935483871
16,17_tipping_holidays_wages_employer,2,0.06451612903225806
16,1_christianity_muslims_religions_violent,9,0.2903225806451613
16,3_birthday_bride_gifts_ceremony,1,0.03225806451612903
16,4_coffee_salt_breakfast_sandwich,7,0.22580645161290322
16,7_childish_reread_olds_distraction,4,0.12903225806451613
16,9_airlines_airport_airline_flights,1,0.03225806451612903
17,0_democrats_voters_dems_votes,1,0.058823529411764705
17,10_tuition_loans_gpa_colleges,3,0.17647058823529413
17,12_shower_socks_smell_shampoo,1,0.058823529411764705
17,2_genocide_hamas_palestinians_gaza,1,0.058823529411764705
17,3_birthday_bride_gifts_ceremony,1,0.058823529411764705
17,4_coffee_salt_breakfast_sandwich,2,0.11764705882352941
17,5_healthcare_tariffs_medicaid_deficit,4,0.23529411764705882
17,6_superman_band_songs_anime,2,0.11764705882352941
17,7_childish_reread_olds_distraction,1,0.058823529411764705
17,8_players_sport_nba_teams,1,0.058823529411764705
18,0_democrats_voters_dems_votes,2,0.13333333333333333
18,15_autism_weed_adhd_diagnosed,2,0.13333333333333333
18,17_tipping_holidays_wages_employer,2,0.13333333333333333
18,1_christianity_muslims_religions_violent,7,0.4666666666666667
18,3_birthday_bride_gifts_ceremony,1,0.06666666666666667
18,5_healthcare_tariffs_medicaid_deficit,1,0.06666666666666667
19,0_democrats_voters_dems_votes,4,0.0975609756097561
19,1_christianity_muslims_religions_violent,27,0.6585365853658537
19,6_superman_band_songs_anime,7,0.17073170731707318
19,7_childish_reread_olds_distraction,1,0.024390243902439025
19,8_players_sport_nba_teams,1,0.024390243902439025
19,9_airlines_airport_airline_flights,1,0.024390243902439025
20,0_democrats_voters_dems_votes,11,0.5
20,12_shower_socks_smell_shampoo,1,0.045454545454545456
20,1_christianity_muslims_religions_violent,2,0.09090909090909091
20,21_camera_iphones_devices_batteries,1,0.045454545454545456
20,5_healthcare_tariffs_medicaid_deficit,4,0.18181818181818182
20,6_superman_band_songs_anime,1,0.045454545454545456
20,7_childish_reread_olds_distraction,1,0.045454545454545456
20,9_airlines_airport_airline_flights,1,0.045454545454545456
22,0_democrats_voters_dems_votes,1,0.029411764705882353
22,10_tuition_loans_gpa_colleges,1,0.029411764705882353
22,12_shower_socks_smell_shampoo,17,0.5
22,19_mattress_sheets_melatonin_blankets,3,0.08823529411764706
22,1_christianity_muslims_religions_violent,5,0.14705882352941177
22,3_birthday_bride_gifts_ceremony,4,0.11764705882352941
22,4_coffee_salt_breakfast_sandwich,2,0.058823529411764705
22,7_childish_reread_olds_distraction,1,0.029411764705882353
24,0_democrats_voters_dems_votes,2,0.06896551724137931
24,15_autism_weed_adhd_diagnosed,1,0.034482758620689655
24,16_walkie_meetings_emails_caller,1,0.034482758620689655
24,17_tipping_holidays_wages_employer,1,0.034482758620689655
24,1_christianity_muslims_religions_violent,14,0.4827586206896552
24,3_birthday_bride_gifts_ceremony,1,0.034482758620689655
24,5_healthcare_tariffs_medicaid_deficit,3,0.10344827586206896
24,7_childish_reread_olds_distraction,5,0.1724137931034483
24,8_players_sport_nba_teams,1,0.034482758620689655
25,0_democrats_voters_dems_votes,1,0.0625
25,15_autism_weed_adhd_diagnosed,2,0.125
25,1_christianity_muslims_religions_violent,3,0.1875
25,3_birthday_bride_gifts_ceremony,1,0.0625
25,6_superman_band_songs_anime,5,0.3125
25,7_childish_reread_olds_distraction,3,0.1875
25,8_players_sport_nba_teams,1,0.0625
28,0_democrats_voters_dems_votes,1,0.05555555555555555
28,13_zoos_pets_horses_mice,1,0.05555555555555555
28,1_christianity_muslims_religions_violent,7,0.3888888888888889
28,3_birthday_bride_gifts_ceremony,2,0.1111111111111111
28,5_healthcare_tariffs_medicaid_deficit,2,0.1111111111111111
28,7_childish_reread_olds_distraction,1,0.05555555555555555
28,8_players_sport_nba_teams,1,0.05555555555555555
28,9_airlines_airport_airline_flights,3,0.16666666666666666
29,0_democrats_voters_dems_votes,13,0.4642857142857143
29,17_tipping_holidays_wages_employer,1,0.03571428571428571
29,18_housing_suburbs_gentrification_neighborhoods,3,0.10714285714285714
29,1_christianity_muslims_religions_violent,3,0.10714285714285714
29,2_genocide_hamas_palestinians_gaza,1,0.03571428571428571
29,5_healthcare_tariffs_medicaid_deficit,5,0.17857142857142858
29,9_airlines_airport_airline_flights,2,0.07142857142857142
30,0_democrats_voters_dems_votes,10,0.4166666666666667
30,13_zoos_pets_horses_mice,1,0.041666666666666664
30,16_walkie_meetings_emails_caller,1,0.041666666666666664
30,1_christianity_muslims_religions_violent,7,0.2916666666666667
30,4_coffee_salt_breakfast_sandwich,2,0.08333333333333333
30,5_healthcare_tariffs_medicaid_deficit,1,0.041666666666666664
30,6_superman_band_songs_anime,1,0.041666666666666664
30,8_players_sport_nba_teams,1,0.041666666666666664
31,0_democrats_voters_dems_votes,1,0.2
31,1_christianity_muslims_religions_violent,2,0.4
31,3_birthday_bride_gifts_ceremony,1,0.2
31,4_coffee_salt_breakfast_sandwich,1,0.2
33,11_paternity_tests_dna_pregnant,1,0.04
33,12_shower_socks_smell_shampoo,3,0.12
33,19_mattress_sheets_melatonin_blankets,1,0.04
33,1_christianity_muslims_religions_violent,4,0.16
33,20_robots_robot_sentient_automation,2,0.08
33,21_camera_iphones_devices_batteries,1,0.04
33,3_birthday_bride_gifts_ceremony,3,0.12
33,4_coffee_salt_breakfast_sandwich,7,0.28
33,7_childish_reread_olds_distraction,2,0.08
33,9_airlines_airport_airline_flights,1,0.04
