community_id,topic,count,percent
2,51_housing_rent_healthcare_opportunities,169,0.022222222222222223
2,52_bereaved_cope_selfish_commit,67,0.00880999342537804
2,53_domestic_imposing_fed_recession,166,0.021827744904667983
2,54_discipline_owning_checks_bans,138,0.01814595660749507
2,55_damages_freeing_banned_owning,36,0.004733727810650888
2,56_treats_donate_fec_blm,350,0.04602235371466141
2,57_caregiver_themissingpremise_1lvlss1_banning,1,0.00013149243918474687
2,5_sharia_violence_evangelicals_practices,70,0.009204470742932281
2,6_administration_president_deportations_obama,400,0.05259697567389875
2,7_democratic_democrats_dems_voting,112,0.01472715318869165
2,8_distrust_demanding_fraud_suspicions,3,0.0003944773175542406
2,9_democrats_election_republicans_dems,167,0.021959237343852727
3,0_nato_putin_russia_territory,1,0.0005824111822947001
3,10_amendment_campaign_conservatives_liberals,4,0.0023296447291788003
3,13_obamacare_appointments_denials_medicare,1,0.0005824111822947001
3,14_congressional_partisan_congress_presidential,2,0.0011648223645894002
3,16_subjects_philosophy_valedictorian_educated,67,0.039021549213744906
3,17_reform_deterrence_rehabilitate_sentences,7,0.004076878276062901
3,18_immigration_immigrants_citizenship_technology,7,0.004076878276062901
3,19_conservatives_studies_liberals_statements,8,0.004659289458357601
3,1_boundaries_debt_finances_punishment,822,0.47874199184624344
3,20_congress_democrats_irs_fiscally,1,0.0005824111822947001
3,21_increasing_crisis_regulations_shortages,6,0.0034944670937682005
3,22_compromise_advance_slip_ppl,17,0.009900990099009901
3,23_functioning_difficulties_behaviors_drugs,48,0.027955736750145604
3,25_oil_regret_oily_morning,48,0.027955736750145604
3,26_utilities_privacy_unreasonable_holes,233,0.13570180547466512
3,27_titles_winning_fights_inferior,3,0.0017472335468841002
3,28_societies_societal_nations_infrastructure,1,0.0005824111822947001
3,2_biased_debates_cited_statistics,133,0.07746068724519511
3,30_hoarding_naming_caring_neglect,38,0.0221316249271986
3,31_alice_cash_ops_unemployed,18,0.010483401281304601
3,32_consideration_farmed_empathy_pig,2,0.0011648223645894002
3,34_obligated_00_cash_tipping,2,0.0011648223645894002
3,36_chores_selfish_messages_advice,5,0.0029120559114735
3,3_congress_presidency_democrats_dems,2,0.0011648223645894002
3,41_households_husband_mothers_mother,5,0.0029120559114735
3,43_meal_restaurant_dishes_dinner,27,0.0157251019219569
3,45_addictions_addiction_overdoses_drugs,17,0.009900990099009901
3,46_universes_travel_universe_awareness,24,0.013977868375072802
3,4_expectations_roles_conversations_statistics,57,0.033197437390797904
3,50_niche_progression_abilities_subscriptions,17,0.009900990099009901
3,51_housing_rent_healthcare_opportunities,2,0.0011648223645894002
3,52_bereaved_cope_selfish_commit,64,0.037274315666860805
3,54_discipline_owning_checks_bans,2,0.0011648223645894002
3,5_sharia_violence_evangelicals_practices,10,0.005824111822947
3,7_democratic_democrats_dems_voting,7,0.004076878276062901
3,8_distrust_demanding_fraud_suspicions,9,0.0052417006406523005
4,0_nato_putin_russia_territory,3,0.013333333333333334
4,10_amendment_campaign_conservatives_liberals,5,0.022222222222222223
4,13_obamacare_appointments_denials_medicare,1,0.0044444444444444444
4,15_presidential_partisan_congress_presidents,1,0.0044444444444444444
4,16_subjects_philosophy_valedictorian_educated,7,0.03111111111111111
4,17_reform_deterrence_rehabilitate_sentences,5,0.022222222222222223
4,18_immigration_immigrants_citizenship_technology,6,0.02666666666666667
4,19_conservatives_studies_liberals_statements,15,0.06666666666666667
4,1_boundaries_debt_finances_punishment,10,0.044444444444444446
4,21_increasing_crisis_regulations_shortages,11,0.04888888888888889
4,22_compromise_advance_slip_ppl,1,0.0044444444444444444
4,23_functioning_difficulties_behaviors_drugs,7,0.03111111111111111
4,24_development_tasks_technology_productivity,4,0.017777777777777778
4,26_utilities_privacy_unreasonable_holes,1,0.0044444444444444444
4,28_societies_societal_nations_infrastructure,5,0.022222222222222223
4,2_biased_debates_cited_statistics,38,0.1688888888888889
4,31_alice_cash_ops_unemployed,5,0.022222222222222223
4,32_consideration_farmed_empathy_pig,4,0.017777777777777778
4,35_balances_checks_anarchy_lords,1,0.0044444444444444444
4,3_congress_presidency_democrats_dems,1,0.0044444444444444444
4,43_meal_restaurant_dishes_dinner,1,0.0044444444444444444
4,45_addictions_addiction_overdoses_drugs,3,0.013333333333333334
4,46_universes_travel_universe_awareness,42,0.18666666666666668
4,49_violent_violence_rioting_streets,1,0.0044444444444444444
4,4_expectations_roles_conversations_statistics,5,0.022222222222222223
4,50_niche_progression_abilities_subscriptions,10,0.044444444444444446
4,51_housing_rent_healthcare_opportunities,3,0.013333333333333334
4,52_bereaved_cope_selfish_commit,25,0.1111111111111111
4,54_discipline_owning_checks_bans,1,0.0044444444444444444
4,5_sharia_violence_evangelicals_practices,2,0.008888888888888889
4,7_democratic_democrats_dems_voting,1,0.0044444444444444444
